Sentiment,Strength,Conditions,Comment,Age,Gender,Postal Code 
Opposed,Strongly Opposed,T,"Negative impact on the community (addiction, crime, traffic) Negative impact on the perception of Toronto on the world stage All of the C1 areas (in particular the Port Lands) would be squandered on a Casino. See Q2b.",25-34,Male,M5B
Opposed,Strongly Opposed,T,space should be used for something else concerned about social problems it will attract ,35-44,Male,
Opposed,Strongly Opposed,T,  ,25-34,Female,M6P
Opposed,Strongly Opposed,T,increase in crime not needed traffic overload,Prefer not to disclose,Male,M9B
Opposed,Strongly Opposed,T,"not like Las Vegas that the city is designed for tourists with lots of attractions but Toronto won't attract tourists by just having a casino.  eventually the main source of income will be from Torontonians, not the tourists.  they are taking the money from the citizens here and create more family/ social problems from gambling. should consider to build, create more touring attractions to make it a famous place for tourism. ",35-44,,M!V
Opposed,Strongly Opposed,T,A MegaCasino will hurt existing businesses � killing more jobs than it creates. Especially independent business. Increased Crime and Policing Costs. The Mystery Fee to the City of Toronto and the Mystery Location.,25-34,Female,
Opposed,Strongly Opposed,T,A casino is not compatible with the the city socialogically A casino would not compliment the city culturally A casino would detract from the city in a myriad of ways,55-64,Male,M5V
Opposed,Strongly Opposed,T,Gambling is an unnecessary problem There are other options for revenue that should be explored ,25-34,Male,M6H
Favour,Strongly in Favour,F,A new casino will sustain existing jobs at Woodbine and generate new jobs to the city A new casino will be good for the economy A new casino will provide revenue to the city 2. a. Question: How does a new casino in Toronto,45-54,Male,M9W
Opposed,Somewhat Opposed,T,Not sure if this is the entertainment I want for the city Brings more issues Who profits most but big business?,45-54,Female,M6k
Opposed,Strongly Opposed,T,"affect on Toronto neighbourhoods and economies encouragement of gambling addictions increased traffic congestion, use of cars and pollution in the city",55-64,Female,M4J
Opposed,Strongly Opposed,T,"Toronto needs actual jobs, not more service industry secondhand employment. So unless you're going to keep the casino in a continual state of construction you should probably look for something else. And hey were are those minimum wage casino staff employees going to live, eh? Markham? How about some affordable housing downton.",,,
Opposed,Strongly Opposed,T,"There are other casinos in the Niagara Falls region for those who see them as a form of entertainment to tourists The location of a casino in downtown core will multiple some of the existing issues faced in the city (e.g. family issues - addiction - be it gambling or other forms)) The poverty issue is a concern in the City.   By properly diverting attention to job training or multiple skill set re-development, citizens can better face with the changing landscape of industries and the economy..    Casino fosters a sense of luck by encouraging people to use a small sum of money for the hope of gaining a return for a large monetary amount.",45-54,Female,M3C
Neutral,Neutral or Mixed Feelings,F,Not along the waterfront More so in the downtown core Out of the cit's limits,45-54,Male,M5V
Opposed,Strongly Opposed,T,"I strongly believe casinos are unethical, as they depend on and encourage the worst instincts in individuals, creating wealth at a huge human expense: poverty, addiction, mental illnessexpense of  ",55-64,Female,M6R
Opposed,Strongly Opposed,T,"people lose money gambling - in many cases it's money needed for rent or food or other priorities. Very few people actually win large amounts. it will increase depression and despair and aggression in people who frequently lose - and there are many of these businesses nearby will suffer as casinos are self contained with food, shops, parking, etc. People visiting the casinos rarely visit nearby businesses.",65 or older,Female,M4J
Opposed,Strongly Opposed,T,Addiction Increased crime Great harm to arts and other tourist attractions,65 or older,Female,M5A
Opposed,Strongly Opposed,F,It will attract the wrong kind of people to downtown and suck tourist dollars from local arts and entetainment venues crime will go up~ money laundering and alcohol ....ever seen the studies/ information about all this? more people will become gambling addicts,,,
Opposed,Strongly Opposed,T,  ,25-34,Female,L5B
Opposed,Strongly Opposed,T,  ,55-64,Male,lik
Opposed,Strongly Opposed,T,Social cost of gambling addiction Economic cost of gambling addiction Example from other cities on the failure of casinos to deliver revenue to justify the social cost.,35-44,Male,M4J
Favour,Somewhat in Favour,F,Will enliven the city Increase tourism Attract development to underused land,35-44,Female,M4j
Opposed,Strongly Opposed,T,  ,25-34,Male,M4C
Neutral,Neutral or Mixed Feelings,T,only a well developed and integrated casino plus entertainment complex will add to the vitality of the city depends on location concerns about the negative aspects including more problem gambling,55-64,Female,M6S
Opposed,Strongly Opposed,T,"Waste of Money Could attract social ills associated with gambling Gambling should be controlled, not facilitated",15-24,Female,M5T
Favour,Strongly in Favour,F,revenue  ,35-44,Male,m5v
Opposed,Strongly Opposed,T,Crime Exploitation Waste of land,25-34,Male,M6N
Opposed,Strongly Opposed,T,Gambling in this form appeals primarily to the addicted and vulnerable population It is a predatory and cowardly way for the government to raise money Casino gaming detracts from other cultural and recreational businesses and activities,25-34,Male,M6H
Opposed,Strongly Opposed,T,social costs of gambing and increased health care costs crime and crowding and increased police costs loss of space that could be used for other most inclusive purposes and harm to existing small businesses,55-64,Female,
Favour,Strongly in Favour,F,Employment opportunities Money for city cofers entertainment,65 or older,Male,M4R
Opposed,Strongly Opposed,T,It lowers the tone of a city. Increases crime. Attracks the wrong type of people.,25-34,Male,M4B
Opposed,Strongly Opposed,T,Gambling addictions and crime rate increase Traffic Congestion Does not suit the downtown area,45-54,Female,M6K
Opposed,Strongly Opposed,T,"A casino will not be an asset to the fabric of the city, and any revenue generated will be offset by external costs The associated jobs will be of poor quality It may encourage problem gambling",,,
Opposed,Strongly Opposed,T,Draws a target audience that does not align with Toronto's cultural values Casino visitors unlikely to visit / support other Toronto cultural institutions Promotes a negative image of the city to international community,35-44,Female,m5a
Opposed,Strongly Opposed,T,"BAD EFFECT ON SOCIETY - social costs associated with addiction,probably not being measured in this study will take jobs away from other leisure activities - restaurants, theatres, etc.",Prefer not to disclose,Female,M3A
Opposed,Strongly Opposed,T,"the influx of people, the effect on traffic will be catastrophic to an area already experiencing these challenges don't want to invite more citizens to easily partake of a potentially addictive and life destroying activity don't want to promote yet another subculture that is in the casino at 9am rather than living a more healthy lifestyle",65 or older,Female,M5M
Opposed,Somewhat Opposed,F,  ,,,
Opposed,Strongly Opposed,F,The City's Medical Officer of Health has clearly stated that a new casino is bad for public health. It will hurt small businesses. The amount of parking required and associated impacts (large surface parking lots if located in the port lands; traffic capacity problems) and will be bad for the urban fabric of the City.,25-34,Male,M4J
Opposed,Strongly Opposed,T,Social impact on residents of City Blight to area that it is located in A development that does not contribute to the Public Realm,55-64,Male,M6H
Opposed,Strongly Opposed,T,more criminal activity arises from type of people  it would attract (prostitution) creating addictions selling dreams of get rich quick,55-64,Female,M6R
Opposed,Strongly Opposed,T,The reason for the next generation's best  no casino no gamble  ,55-64,Female,M1W
Opposed,Strongly Opposed,T,"Project will encourage activities that will be detrimental to women's safety and the community's standards, and will detract from our traditional Exhibition activities that families want in our city. Prostitution, drugs and the accompanying community dismantling will ensue as a result. New York and other major U.S. cities do not have Casinos.  Casino does not belong in Toronto as it will encourage the empoverishment of many woman and children further by its new 'activities' and imported lowering of community standards. Our safety depends on it. Don't let us down!",45-54,Female,M4K
Opposed,Strongly Opposed,F,Better use of city resources for citizens  ,,,
Favour,Strongly in Favour,F,casinos are fun boost to the economy ,,,
Opposed,Strongly Opposed,T,It will ruin the atmosphere of the community that I live in (Trinity-Spadina Riding) Increase in crime and gambling Lose the CNE,15-24,Female,M6J
Opposed,Strongly Opposed,T,gambling is not positve entertainment Torontians deserve to have a better quality living environment for our next generations: live positve many crimes and damage will bring to our socitey like gambling addiction and family breakdown,45-54,Female,L4J
Opposed,Strongly Opposed,T,gambling not good for adults and children cleanliness of the city gets affected giving room to unfair criminals practises,,,
Opposed,Strongly Opposed,T,a casino will create challenging social problems Finance cost projections dont seem accuratte we can find better options,25-34,Male,m1k
Opposed,Strongly Opposed,T,All the social problems will be created  ,45-54,Male,M5J
Opposed,Strongly Opposed,F,  ,45-54,Female,N1H
Opposed,Strongly Opposed,F,"financial benefits for the city are unproven potential for increased traffic and crime bringing down the culture of the city - Ontario already has Rama and Niagara, does a city like Toronto, that boast interesting cultural institutions (sports, museums, galleries, concert venues, etc) need a casino? Do people go to NY for a casino? No.",25-34,Female,M6K
Favour,Strongly in Favour,F,more convenient location good for local economy more entertainment,25-34,Female,M5V
Favour,Strongly in Favour,F,more jobs ,,,
Opposed,Strongly Opposed,T,theft people spending money they don't have better things to build and fix then building a casino,35-44,Male,m6j
Favour,Strongly in Favour,F,Increased revenue for the city of Toronto  ,35-44,Male,M4G
Opposed,Strongly Opposed,T,"Casinos are sad, depressing places where people who can't afford to, bet on the dream of winning that never happens Casinos are tacky There are better, more impactful ways of using our land",35-44,Female,M4C
Favour,Strongly in Favour,F,promote jobs entertaiment brings tourism,,,
Opposed,Strongly Opposed,F,Economic Social Crime,35-44,Female,
Opposed,Strongly Opposed,T,"There is no truly great or sophisticated city in the world with a casino. I site, New York, Tokyo, San Francisco... all are on the outskirts. Traffic in this city is congsted enough and the large population that drives on our roads and does not pay taxes to maintain these roads is massive. ",45-54,Female,m4k
Opposed,Strongly Opposed,T,Ruination of the waterfront (if built near the waterfront) Traffic and parking issues Do not want city known for gambling v. promotion of arts and outdoor recreation,,,
Opposed,Strongly Opposed,T,not community / neighbourhood friendly we need parks and recreational areas gambling and alcohol are not a good downtown core of our city there are enough places to gamble where alcohol is served within a half hour drive from downtown,,,
Favour,Strongly in Favour,F,Increased tourism Increased business ,,,
Opposed,Strongly Opposed,T,  ,35-44,Female,
Opposed,Strongly Opposed,F,"take away from waterfront area current and future attractions that would be family-friendly cause a drain of revenue from other downtown independent entertainment and theatre venues, and redirect that revenue likely to a U.S. company that does not have Toronto interests addictions to gambling can bring less than optimal people and elements to the area",35-44,Male,M3B
Favour,Strongly in Favour,F,"people are going to gamble, Toronto should benefit from the jobs and entertainment  ",,,
Opposed,Strongly Opposed,T,"Gambling addiction IS an enormous problem and governments are NOT doing enough to combat this growing problem Gambling attracts more undesirables in our city, such as drug dealers, prostitutes, thieves, scam artists and more with the same mentality. The claim that a casino creates more jobs is partially true. It creates many low paying jobs and does little to increase the incomes of low wage earners substantially. The real winners are the casino owners and those restaurant entrepreneurs who gain the spill over business.",55-64,Male,M9C
Opposed,Strongly Opposed,F,"The E & Y�s casino review is consistent with the Toronto Public Health report on the negative social impact of easy access to gambling. The approximate amount of revenue the city could receive as a result of a casino, will be offset by the amount required to implement initiatives dealing with problem gambling The jobs created by operating a casino is typical low-income service type, which has no significant economical growth to Toronto at large",65 or older,Female,M2N
Opposed,Strongly Opposed,T,Ruin the family n the society Create more crimes. Will increase more expenses to police department Need more social worker n councellor to help broken family.  Create expenses too.,45-54,Female,L6c
Favour,Strongly in Favour,F,  ,15-24,Female,M6K
Opposed,Strongly Opposed,F,New York City doesn't have casinos London doesn't have casinos Paris doesn't have casinos,35-44,Male,M4X
Opposed,Strongly Opposed,F,A casino will not benefit the city either economically or socially A casino is detrimental to the health and well-being of Torontonians and encourages problem gambling A casino will take business away from local restaurants and retail stores,55-64,Female,M4K
Opposed,Strongly Opposed,T,"Casinos will suck money from other recreational activities, such as theatres, restaurants and sports facilities. there are major issues withaddictions, and a casino in Toronto will make it much more accessible to vulnerable people, causing them a greater likliehood of lOsing their limited funds, which will cause a lot of stress on their families. recent studies are showing that the financial gains for a host city are minimal after paying for the increased social costs and the loss of other business taxes.",55-64,Female,M4B
Favour,Strongly in Favour,F,  ,Prefer not to disclose,Prefer not to disclose,M3M
Opposed,Strongly Opposed,T,casinos are a tax on the poor the jobs it offers are low quality service jobs organized crime will undoubtedly enter in,55-64,Female,M5T
Opposed,Strongly Opposed,F,Possibility of increased addiction Possibility of increased crime ,35-44,Female,M4J
Opposed,Strongly Opposed,T,Impact on local businesses as casino monopolises entertainment industry and funnels money out of the city  ,35-44,Male,M5P
Opposed,Strongly Opposed,T,I have had to deal with a gambling problem - not myself - and know how difficult and devestating it can be.  ,65 or older,Female,M3H
Favour,Strongly in Favour,F,MORE fund to improve the city Reduce city taxes ,25-34,Female,m5a
Favour,Strongly in Favour,F,  ,,,M6K
Opposed,Strongly Opposed,F,Gambling is highly additive and hurts families Attracts crime and adds to policing costs Hurts small businesses which are the basis of neighbourhood life and improvement,Prefer not to disclose,Prefer not to disclose,M5W
Favour,Strongly in Favour,F,Closer to home Jobs Money for coty,65 or older,Female,M2h
Opposed,Strongly Opposed,F,no grambling  ,55-64,Female,L4E
Opposed,Strongly Opposed,F,Will attract the wrong crowd to the city You have to deal with detoxing gamblers Traffic is bad enough as is,45-54,Female,M5J
Neutral,Neutral or Mixed Feelings,F,I do not believe that the government should be directly involved in providing a knowingly harmful service.  ,15-24,Male,M4E
Opposed,Strongly Opposed,T,It endangers people who are susceptible to problem gambling It causes social problems It does contribute anything positive,45-54,Female,M6R
Favour,Strongly in Favour,F,we are the only mega city that doesn't have one great tourist attraction creates jobs,35-44,Male,m2m
Favour,Strongly in Favour,F,  ,25-34,Male,M2R
Opposed,Strongly Opposed,T,  ,55-64,Female,
Favour,Strongly in Favour,F,  ,35-44,Male,M3M
Opposed,Strongly Opposed,T,Detrimental social impact - particularly for the more vulnerable. A form of regressive taxation. Likely increase in crime. Increased traffic congestion.,45-54,Male,M4K
Favour,Strongly in Favour,F,  ,15-24,Female,M4C
Favour,Strongly in Favour,F,  ,25-34,Female,M4X
Opposed,Strongly Opposed,F,Gambling addiction is a significant problem in Ontario Look at Vegas has not done anything for any part of the economy beyond the strip ,Prefer not to disclose,Prefer not to disclose,
Opposed,Strongly Opposed,T,"Casinos are used mostly by people who can least afford to lose the money. A casino in Toronto will take away customers from our existing entertainment venues A casino in Toronto will lower the status of the city as a ""world Class Destination""",55-64,Female,M2M
Opposed,Strongly Opposed,T,casinos cater to the lowest common denominator. Let's aim bigger toronto!  ,35-44,Female,M6R
Opposed,Strongly Opposed,F,traffic money can be spent in a better way ,,,
Opposed,Strongly Opposed,F,  ,25-34,Female,M4J
Favour,Strongly in Favour,F,  ,15-24,Female,M6M
Opposed,Strongly Opposed,T,fostering gambling addiction massive traffic refocussing what our city is about,45-54,Female,
Opposed,Somewhat Opposed,T,"It will contribute to famliy problems and gambling addiction. Traffic congestion in an already ""world class"" traffic congested city I don't want it near the water front.",55-64,Male,M5G
Opposed,Strongly Opposed,F,too instrusive to our way life  ,65 or older,Male,M9A
Favour,Strongly in Favour,F,  ,15-24,Male,M5C
Neutral,Neutral or Mixed Feelings,F,"Could be a fun alternative to other types of entertainment. Gambling is fun, but also encourages addiction. Hard to believe there's a space for it. Maybe on a few floors of a hotel?",35-44,Male,m4m
Opposed,Strongly Opposed,F,  ,,,
Opposed,Strongly Opposed,T,Promotes negative social values and behaviour Produces small revenue and large costs Sucks up a significant chunk of revenue from local entertainment venues and removes it from the local economy,55-64,,M5V
Favour,Strongly in Favour,F,  ,15-24,Male,M6H
Opposed,Strongly Opposed,T,bad for the city security problems more family issues,15-24,Female,m1w
Opposed,Strongly Opposed,T,"This is a tax on the most hopeless, desperate and disadvantaged members of society AND their dependents. It brings an air of tragedy and victimization as hopeless seniors and others throw away their life savings like zombies. It demoralizes adolescents who once their hopes ot an easy fortune are not realized, turn, in droves to victimizing others.",Under 15,Male,M5S
Favour,Strongly in Favour,F,  ,25-34,Male,M1L
Opposed,Strongly Opposed,T,Casinos bring low-cost jobs that don't provide sustainable wages Profits are taken out of country The business plan to bring in 3000 ppl per week is overly optimistic,55-64,Female,M2N
Opposed,Strongly Opposed,T,Harmful to people who may be vulnerable to gambling Certainly does not fit with my idea of the world class city that Toronto can become ,,Female,M6H
Favour,Strongly in Favour,F,  ,15-24,Male,M6H
Favour,Strongly in Favour,F,  ,25-34,Male,M4X
Opposed,Strongly Opposed,T,"loss of local business and jobs such as restaurants, hotels, entertainment evidence that casinos do more harm than good to local economies increased risk of gambling addictions and organized crime",,,
Favour,Strongly in Favour,F,increase in housing prices and rent prices more jobs available more revenue for the city,25-34,Female,m8v
Favour,Strongly in Favour,F,  ,25-34,Male,M4X
Opposed,Strongly Opposed,T,We don't need the tourism Will create congestion in an already congested city ,35-44,Female,M4C
Favour,Somewhat in Favour,F,Only if it has good union jobs and significant community benefits for Toronto.  ,35-44,Female,M4C
Favour,Somewhat in Favour,T,It will draw the wrong crowd to the city People with addictions are going to have a hard time it will create a culture that is undesirable for the majority of people.,,,
Favour,Strongly in Favour,F,  ,15-24,Male,M5C
Opposed,Strongly Opposed,T,A casino will exploit those with gambling problems. A casino will increase the crime in the city. The minor economic benefits of a casino do not outweight the social costs.,25-34,Male,M1h
Opposed,Strongly Opposed,T,"want to protect our waterfront for more appropriate uses, portland vision already approved will kill local busniesses, suck millions out of the local economy and people's pockets and ship it to the US, negative social impacts",,,
Opposed,Strongly Opposed,T,Problem gamblers Minimum wage jobs Distraction from beneficial development.,55-64,Male,M1A
Opposed,Strongly Opposed,T,social ills brought by casinos  ,65 or older,Male,m8w
Opposed,Strongly Opposed,F,I do not wish for the city to benefit from the misfortune of gambling addicts. I believe casinos always tend to attract organized crime. I think a casino would damage the reputation of our thriving arts and culture.,25-34,Male,M6H
Opposed,Strongly Opposed,T,"A casino will destory local, independent businesses. A casino is likely to encourage problem gambling. There are other revenue streams that can be exploited first (e.g. raising property taxes)",25-34,Prefer not to disclose,M4H
Opposed,Strongly Opposed,T,"Toronto does not have the infrastruture to support this undertaking! Toronto does not have sufficient support system for mental illness and addiction, so another support of addiction is not needed! This changes Toronto interesting image as a city that is sophisticated and multicultural, to tawdry and gawdy American surburb!  This is not my Toronto; my household is not interested in Toronto becoming a cheap, American city with the crime and value system.",,Female,M5N
Favour,Strongly in Favour,F,tourism opportunities extra venue for concerts and shows job opportunities,25-34,Female,m4v
Favour,Strongly in Favour,F,  ,15-24,Male,M3A
Opposed,Strongly Opposed,T,"Increased crime/prostitution Increased low income social pressures, suicides, bankruptcies due to gambling addictions Sucks business from surrounding area & creates a dead business zone periphery",,,
Opposed,Strongly Opposed,T,"It will destroy the local businesses that already exist and are thriving It will attract people who are not interested in building a community and that will have a detrimental effect on how the city thrives and prospers on a whole, crime, gambling addictions, other illegal activities. The money generated will not come close to what building the local community will generate. And local economies remain in the city, big business money does not.",35-44,Female,m4t
Opposed,Strongly Opposed,T,"Bad for surrounding businesses Bad for city's reputation Financial benefits outweighed by financial, reputational, and aesthetic costs.",25-34,Male,M5V
Favour,Strongly in Favour,F,  ,15-24,Male,M4X
Opposed,Somewhat Opposed,F,"The negative public health consequences and predominance of low paying jobs However, Toronto is already paying for the negative health effects to some extent I believe Toronto can boost its economy in a more civic-minded manner.",45-54,Female,M1N
Opposed,Strongly Opposed,T,Not enough infrastructure to handle the increase in foot and car traffic int he down town core. It is already too packed. Increase in mental health and gambling issues that the city will have to foot the bill for treating these people. The idea that we will benefit from taxes will be null due tot he increase in tax dollars needed to treat these people. Toronto is an arts and entertainment hub. We don't need to add a casino to this diverse mix of entertainment options. there are enough close by that people can go to in other cities. Toronto arts and enterrtainment may suffer with a move to a downtown casino. I don't see the benefit since the social costs are so high,25-34,Female,m5a
Opposed,Strongly Opposed,T,A family member is a compulsive gambler. He has cooked people's tax returns to avoid paying taxes to support his compulsion. He knows how to cover his tracks. I want to do the right thing.  Will CRA help? No!  It's a joke! He has also defrauded his wife.,35-44,Male,M1P
Opposed,Strongly Opposed,T,"gambling addiction related problems will be more aggravated,  such as alcohol addiction (most gambling addicts are alcoholics too),  poverty (will definitely see a spike in suicides probably, probably in TTC subways,  anything that can possibly delay public transit is NOT a good idea), violence stemming from gambling addiction (i.e. acquiring money at any means...etc or from alcoholism in general), all of these affecting the families of addicts negatively in every aspect of their lives. suicides and poverty, casinos are pathetic,  sad,  dingy, and  depressing places that young people would not want to hang out and spend money at. toronto is not known for its casinos so tourists would not be drawn to a casino downtown,  there are so many other fun things to do in toronto than to hang out in a depressing casino.",25-34,Male,M4Y
Favour,Strongly in Favour,F,  ,15-24,Male,MG4
Favour,Strongly in Favour,F,  ,15-24,Male,M3A
Favour,Somewhat in Favour,F,Could potentially provide many new jobs. Could potentially increase tourism in Toronto. Could potentially provide additional revenues to city.,35-44,Female,M6B
Favour,Strongly in Favour,F,toronto is a world class city we have the population ,45-54,Male,
Opposed,Strongly Opposed,T,  ,35-44,Female,m2m
Favour,Strongly in Favour,F,  ,25-34,Female,M5H
Favour,Strongly in Favour,F,  ,15-24,,M9N
Opposed,Strongly Opposed,F,"We don't need it. How about spending that money on education and homeless people, or something. Even charity would be nice. Toronto itself is entertaining enough Disturbance/nuisance to Torontonians that are against gambling for moral reasons.",15-24,Female,M1J
Opposed,Strongly Opposed,T,  ,45-54,Male,m2m
Favour,Strongly in Favour,F,  ,15-24,Male,M1V
Favour,Strongly in Favour,F,Brings money to Toronto and the economy Jobs ,15-24,Male,
Opposed,Strongly Opposed,F,Undermines community Contributes to poverty Does not diversify our economy,55-64,Male,M4e
Opposed,Strongly Opposed,T,  ,65 or older,Male,M4T
Opposed,Strongly Opposed,T,"Casinos create income for owners by preying on those vulnerable to gambling and often suck that wealth out of a local economy. Gambling is an addictive and often harmful activity that is combined with other addictive behaviours like alcoholism, ciggarettes, etc. These areas of the city should be developed to support healthy communities that are family friendly and that can have multi-use in terms of potential users/activities.",25-34,Female,M4X
Favour,Strongly in Favour,F,  ,25-34,Female,M1R
Favour,Strongly in Favour,F,Only if it creates good union jobs and significant community benefits for Toronto.  ,25-34,Male,M6B
Opposed,Strongly Opposed,T,Lead to vulnerable populations developing problem gambling issues Doesn't appeal to the image of the city of Toronto where I grew up. Not culturally appealing,,,
Opposed,Strongly Opposed,T,  ,,,
Favour,Strongly in Favour,F,  ,15-24,Female,M1V
Opposed,Strongly Opposed,T,"social, emotional impact on our city economic promises will not be realized not in keeping with the Toronto ethos",Prefer not to disclose,Female,M6H
Opposed,Strongly Opposed,T,Will bring more harm than good Uproot residents in the area will destroy the history and heritage of the area,Prefer not to disclose,Prefer not to disclose,
Opposed,Strongly Opposed,F,The  casinio would be best placed at the Woodbine. Tons of space no congestion. there is already one on the spot. The race track has people that enjoy this sport. What is the hold up.  ,65 or older,Female,m5t
Opposed,Strongly Opposed,T,A casino is hugely destructive to a community. I do not support a casino - period.  ,45-54,Female,
Opposed,Strongly Opposed,T,"The space could be better used that will involve the community, such as green space and family-fun entertainment. Increased pollution and poverty. Not enough space in Toronto, where there is competiting space for residential & commercial buildings.",15-24,Female,M1P
Favour,Strongly in Favour,F,  ,15-24,Female,M15
Opposed,Strongly Opposed,T,"i don't want my city's open, dynamic and well-respected character degraded by a casino. this idea represents greed and money focus. there's enough to do downtown without a casino.",25-34,Male,m6g
Opposed,Strongly Opposed,T,I am morally opposed to gambling as a way to raise revenue. Gambling is a tax on the poor. The government should get out of the business of gambling.,55-64,Male,M6R
Favour,Strongly in Favour,F,  ,25-34,Female,M1K
Favour,Strongly in Favour,F,Only if it creates good union jobs and significant community benefits for Toronto  ,35-44,Male,M1K
Opposed,Strongly Opposed,T,Degredation of surroundings Size Insulation,15-24,Male,M4Y
Favour,Strongly in Favour,F,  ,25-34,Female,M6P
Opposed,Strongly Opposed,T,  ,45-54,Male,m6s
Opposed,Strongly Opposed,T,Gambling is no good for the general population  ,Prefer not to disclose,Prefer not to disclose,M1V
Favour,Strongly in Favour,F,  ,25-34,Female,M1V
Opposed,Strongly Opposed,T,"Gambling destroys lives Will not spread opportunity; this will be a cash cow for casino operators only The locations discussed publicly to date, including Ontario Place, have better prospective uses than this.",25-34,Male,M6R
Opposed,Somewhat Opposed,T,Economic benefits are over estimated Downtown is already too congested Health and social impacts are not well accounted for,55-64,Male,M4J
Opposed,Strongly Opposed,T,Giving people a way to waste money they don't have Putting the city into more debt Encouraging gambling,,,
Opposed,Strongly Opposed,T,I fail to see the benefit of having such a facilty in lovely Toronto. A casino attracts the wrong type of clientele and produces addiction and misery to the weak. While I understand the need to generate revenue; the presence of a casino cheapens/weaken the bond of a proper society.,35-44,Female,
Favour,Strongly in Favour,F,Only if it creates good union jobs  ,25-34,Female,M1R
Opposed,Somewhat Opposed,F,This will bring a destructive element into the city.  ,,,
Favour,Strongly in Favour,F,should create good union jobs and community benefits for Toronto  ,25-34,Male,M6P
Opposed,Strongly Opposed,T,"Too costly for the uncertain gains Increased crime risk Takes away from other communities (Orillia, Niagara) with casinos",25-34,Female,M5V
Favour,Strongly in Favour,F,  ,25-34,Female,M1S
Opposed,Strongly Opposed,F,Does not enhance the image of Toronto. Encourages gambling. Does not bring money to the city.,55-64,Female,M4K
Opposed,Strongly Opposed,T,"Gambling is a well-documented problem for many people, and providing a large gambling arena such as this will only enhance these problems. The benefits to society in not having a casino nearby, both social and financial (in providing programs and support to help out those with gambling addictions), will outweigh the benefits the casino is expected to bring. I believe there are other ways to bring money into the city without having to resort to a casino. Yes, a casino would bring in money, there is no argument about that, but why do we have to stoop to that level? There are other ways to bring in money.",,,
Favour,Somewhat in Favour,F,provide many new jobs tourism ,,Female,M6B
Opposed,Strongly Opposed,T,I don't believe a casino will be beneficial for Toronto I personally don't like gambling ,25-34,Male,M1N
Favour,Strongly in Favour,F,Only if it creates good union jobs and significant community benefits for Toronto  ,25-34,Female,M1K
Opposed,Strongly Opposed,F,"Casinos enable highly destructive addictions, to gambling in particular. Casinos tend to decimate a healthy street life and smaller business environment around them. Casinos are a cop-out for politicians who regfuse to be more creative about taxes and budgeting.",45-54,Prefer not to disclose,M6J
Opposed,Strongly Opposed,T,"Gambling creates social problems Gambling is bad for the economy (Saving, investment, production and productivity improvements are what makes a good economy, not just moving money around) Gambling is tacky",35-44,Male,M4L
Opposed,Strongly Opposed,F,do not need a casino in downtown Toronto!  ,,,
Opposed,Strongly Opposed,F,  ,,,
Favour,Strongly in Favour,F,  ,15-24,Male,M3A
Opposed,Strongly Opposed,T,Congestion Impact on community Gambling addictions,35-44,Female,M6H
Opposed,Strongly Opposed,T,"The downtown core would suffer in many ways (e.g. congestion, traffic overflow, social disorder, etc). The city of Toronto needs a better public health strategy and more sustainable revenue generation options - a casino is not an appropriate option for Toronto. ",35-44,Female,M4M
Opposed,Somewhat Opposed,F,increased crime increased prostiution gambling (casinos) exploit the poor,45-54,Female,M6H
Favour,Strongly in Favour,F,Economy Work Entertainment,65 or older,Male,M8Z
Favour,Strongly in Favour,F,  ,55-64,Male,M5A
Opposed,Strongly Opposed,F,"I'm not against vices.  A portion of the proceeds should go towards treating problem gamblers. If Toronto history is any indication, this building will be poorly designed, maybe even downright ugly. ",,,
Favour,Strongly in Favour,F,Public transportation access infrastructure already exists Not in main downtown (working) core; less likely to disrupt major condo developments and family neighbourhoods Parking and open land area to construct; less teardown of historic buildings,65 or older,Male,M5A
Favour,Strongly in Favour,F,Could provide more job and revenues to the city and increase tourism!  ,25-34,Female,M1K
Opposed,Strongly Opposed,F,Increased addictions Family breakdown due to gambling Crime activity,,,
Opposed,Strongly Opposed,F,dislike government dependency on revenue from casinos disagree with promotion of gambling disagree with the use of valuable lakefront being used for casino,55-64,Female,M4E
Opposed,Strongly Opposed,T,Increased car congestion in areas selected for casinos increased crime rates in areas surrounding casinos revenue expectations are over stated,45-54,Male,M6J
Favour,Strongly in Favour,F,Attract more international conventions Attract different types of tourists Provide revenue for city and province,25-34,Male,M5C
Favour,Strongly in Favour,F,Revenue Tourism ,45-54,Female,M3C
Opposed,Strongly Opposed,T,"Social pitfalls and costs will outweigh the benefits. Pie in the sky promises of proponents and promoters never live up to hype. Anywhere the casino goes it will create a dead space around it where no one will want to live, bad for whatever neighbourhood it is sited in.",35-44,Male,M4V
Opposed,Strongly Opposed,T,Gambling hurts family dynamics Ontario Place is a tradition and memories for lots of families Gambling causes addiction and financial ruin,45-54,Female,M1W
Opposed,Strongly Opposed,T,harm to vulnerable populations do not feel they are a positive addition to the city i don't see them as a positive growth factor where they are already,45-54,Female,m4k
Favour,Strongly in Favour,F,only if it creates good jobs benefits toronto ,25-34,Female,M9B
Opposed,Strongly Opposed,T,OLG has failed to use effective strategies to help problem gamblers. Casino revenues in other cities have declined The burden of more traffic in the core of the city will cause an increase to the gridlock issues and hurt businesses,35-44,Male,M4C
Favour,Strongly in Favour,F,Tourism  ,Prefer not to disclose,Prefer not to disclose,M4C
